tok1,tok2,tok3,tok4,tok5,target
2129,4618,2008,4752,2709,2153
2153,2000,3011,1010,102,101
101,4983,2008,3129,4604,2009
2009,2033,2013,6014,102,101
101,2011,2975,3011,1029,7216
7216,2033,1010,9517,2033,1012
1012,102,101,21862,3600,1010
1010,21862,3600,1010,2008,6014
6014,2323,10975,18908,5562,22913
22913,3351,5244,102,101,2588
2588,2061,3730,1037,3395,2004
2004,2870,999,102,101,2054
2054,2360,1005,2358,15223,1029
1029,2038,2102,15223,2025,1037
1037,2773,1997,6569,1029,102
102,101,2070,7216,1010,6821
6821,1012,102,101,102,101
101,6821,1024,102,101,4752
4752,1010,2182,2009,2003,1012
1012,102,101,12390,2003,7221
7221,4509,1005,1040,1025,1998
1998,2035,1996,2088,2000,2498
2498,1010,102,101,2008,2002
2002,8108,2015,11265,1005,9413
9413,2272,2067,2000,4119,2017
2017,1025,102,101,2030,1010
1010,2065,2002,2079,1010,2009
2009,3791,2442,2022,2011,22150
22150,1012,102,101,2059,1010
1010,2144,1996,2553,2061,4832
4832,2004,2085,2009,11089,2232
2232,1010,102,101,1045,2228
2228,2009,2190,2017,2496,2007
2007,1996,2221,1012,102,101
101,1051,1010,2002,1005,1055
1055,1037,8403,10170,999,102
102,101,12390,1005,1055,1037
1037,9841,20464,5833,2000,2032
2032,1024,2019,6755,1010,21658
21658,1010,102,101,6045,2232
2232,2025,2061,2665,1010,2061
2061,4248,1010,2061,4189,2019
2019,3239,102,101,2004,3000
3000,6045,2232,1012,2022,4095
4095,15603,2026,2200,2540,1010
1010,102,101,1045,2228,2017
2017,2024,3407,1999,2023,2117
2117,2674,1010,102,101,2005
2005,2009,24970,2015,2115,2034
2034,1024,2030,2065,2009,2106
2106,2025,1010,102,101,2115
2115,2034,2003,2757,1025,2030
2030,1005,1056,13777,2063,2004
2004,2204,2002,2020,1010,102
102,101,2004,2542,2182,1998
1998,2017,2053,2224,1997,2032
2032,1012,102,101,102,101
101,13707,1024,102,101,3713
3713,4355,15223,2013,15177,2540
2540,1029,102,101,102,101
101,6821,1024,102,101,1998
1998,2013,2026,3969,2205,1025
1025,102,101,2030,2842,2022
2022,4095,15603,2068,2119,1012
1012,102,101,102,101,13707
13707,1024,102,101,2572,2368
2368,999,102,101,102,101
101,6821,1024,102,101,2054
2054,1029,102,101,102,101
101,13707,1024,102,101,2092
2092,1010,15223,2038,2102,7216
7216,2098,2033,8348,15534,2172
2172,1012,102,101,2175,1999
1999,1024,1998,2425,2026,3203
3203,1045,2572,2908,1010,102
102,101,2383,4487,13102,19738
19738,6924,2026,2269,1010,2000
2000,10883,1005,3526,1010,102
102,101,2000,2191,12633,1998
1998,2000,2022,14689,16116,1012
1012,102,101,102,101,6821
6821,1024,102,101,5914,1010
1010,1045,2097,1025,1998,2023
2023,2003,7968,2135,2589,1012
1012,102,101,102,101,13707
13707,1024,102,101,3418,4365
4365,3370,999,1051,2087,10433
10433,10882,10497,999,102,101
101,2003,2009,2062,8254,2000
2000,4299,2033,2947,2005,26760
26760,9691,1010,102,101,2030
2030,2000,4487,13102,14995,3366
3366,2026,2935,2007,2008,2168
2168,4416,102,101,2029,2016
2016,6045,2232,5868,2032,2007
2007,2682,12826,102,101,2061
2061,2116,4595,2335,1029,2175
2175,1010,9517,10626,1025,102
102,101,15223,1998,2026,8945
8945,25426,6516,15628,4618,2022
2022,24421,1012,102,101,1045
1045,1005,2222,2000,1996,25287
25287,1010,2000,2113,2010,19519
19519,1024,102,101,2065,2035
2035,2842,8246,1010,2870,2031
2031,2373,2000,3280,1012,102
102,101,102,101,25287,10883
10883,1024,102,101,2006,9432
9432,1010,2909,1029,1996,2051
2051,2003,2200,2460,1012,102
102,101,102,101,3000,1024
1024,102,101,2026,2269,6178
6178,9307,2102,2097,2031,2009
2009,2061,1025,102,101,1998
1998,1045,2572,2498,4030,2000
2000,19840,2010,24748,1012,102
102,101,102,101,25287,10883
10883,1024,102,101,2017,2360
2360,2017,2079,2025,2113,1996
1996,3203,1005,1055,2568,1024
1024,102,101,17837,2003,1996
1996,2607,1010,1045,2066,2009
2009,2025,1012,102,101,102
102,101,3000,1024,102,101
101,10047,5302,4063,28239,2016
2016,27874,2015,2005,5939,10264
10264,2102,1005,1055,2331,1010
1010,102,101,1998,3568,2031
2031,1045,2210,2831,1005,1040
1040,1997,2293,1025,102,101
101,2005,11691,8451,2025,1999
1999,1037,2160,1997,4000,1012
1012,102,101,2085,1010,2909
2909,1010,2014,2269,9294,2009
2009,4795,102,101,2008,2016
2016,11089,2232,2507,2014,14038
14038,2061,2172,17812,1010,102
102,101,1998,1999,2010,9866
9866,24748,2015,2256,3510,1010
1010,102,101,2000,2644,1996
1996,1999,18426,3508,1997,2014
2014,4000,1025,102,101,2029
2029,1010,2205,2172,13128,2011
2011,2841,2894,1010,102,101
101,2089,2022,2404,2013,2014
2014,2011,2554,1024,102,101
101,2085,2079,2017,2113,1996
1996,3114,1997,2023,24748,1012
1012,102,101,102,101,25287
25287,10883,1024,102,101,102
102,101,3000,1024,102,101
101,11361,2777,1010,2026,3203
3203,1998,2026,2564,999,102
102,101,102,101,13707,1024
1024,102,101,2008,2089,2022
2022,1010,2909,1010,2043,1045
1045,2089,2022,1037,2564,1012
1012,102,101,102,101,3000
3000,1024,102,101,2008,2089
2089,2022,2442,2022,1010,2293
2293,1010,2006,9432,2279,1012
1012,102,101,102,101,13707
13707,1024,102,101,2054,2442
2442,2022,4618,2022,1012,102
102,101,102,101,25287,10883
10883,1024,102,101,2008,1005
1005,1055,1037,3056,3793,1012
1012,102,101,102,101,3000
3000,1024,102,101,2272,2017
2017,2000,2191,12633,2000,2023
2023,2269,1029,102,101,102
102,101,13707,1024,102,101
101,2000,3437,2008,1010,1045
1045,2323,18766,2000,2017,1012
1012,102,101,102,101,3000
3000,1024,102,101,2079,2025
2025,9772,2000,2032,2008,2017
2017,2293,2033,1012,102,101
101,102,101,13707,1024,102
102,101,1045,2097,18766,2000
2000,2017,2008,1045,2293,2032
2032,1012,102,101,102,101
101,3000,1024,102,101,2061
2061,2097,6300,1010,1045,2572
2572,2469,1010,2008,2017,2293
2293,2033,1012,102,101,102
102,101,13707,1024,102,101
101,2065,1045,2079,2061,1010
1010,2009,2097,2022,1997,2062
2062,3976,1010,102,101,2108
2108,3764,2369,2115,2067,1010
1010,2084,2000,2115,2227,1012
1012,102,101,102,101,3000
3000,1024,102,101,3532,3969
3969,1010,15177,2227,2003,2172
2172,16999,2007,4000,1012,102
102,101,102,101,13707,1024
1024,102,101,1996,4000,2031
2031,2288,2235,3377,2011,2008
2008,1025,102,101,2005,2009
2009,2001,2919,2438,2077,2037
2037,8741,1012,102,101,102
102,101,3000,1024,102,101
101,15223,3308,1005,2358,2009
2009,1010,2062,2084,4000,1010
1010,2007,2008,3189,1012,102
102,101,102,101,13707,1024
1024,102,101,2008,2003,2053
2053,22889,12243,1010,2909,1010
1010,2029,2003,1037,3606,1025
1025,102,101,1998,2054,1045
1045,12403,3489,1010,1045,12403
12403,3489,2009,2000,2026,2227
2227,1012,102,101,102,101
101,3000,1024,102,101,15177
15177,2227,2003,3067,1010,1998
1998,15223,2038,2102,22889,12243
12243,1005,1040,2009,1012,102
102,101,102,101,13707,1024
1024,102,101,2009,2089,2022
2022,2061,1010,2005,2009,2003
2003,2025,3067,2219,1012,102
102,101,2024,2017,2012,12257
12257,1010,4151,2269,1010,2085
2085,1025,102,101,2030,4618
4618,1045,2272,2000,2017,2012
2012,3944,3742,1029,102,101
101,102,101,25287,10883,1024
1024,102,101,2026,12257,4240
4240,2033,1010,25636,3512,2684
2684,1010,2085,1012,102,101
101,2026,2935,1010,2057,2442
2442,4372,7913,4017,1996,2051
2051,2894,1012,102,101,102
102,101,3000,1024,102,101
101,2643,6099,1045,2323,22995
22995,13347,999,102,101,13707
13707,1010,2006,9432,2220,2097
2097,1045,27384,6300,1024,102
102,101,6229,2059,1010,27133
27133,13765,1025,1998,2562,2023
2023,4151,3610,1012,102,101
101,102,101,13707,1024,102
102,101,1051,3844,1996,2341
2341,999,1998,2043,15223,2038
2038,2102,2589,2061,1010,102
102,101,2272,27874,2007,2033
2033,1025,2627,3246,1010,2627
2627,9526,1010,2627,2393,999
999,102,101,102,101,25287
25287,10883,1024,102,101,6289
6289,1010,13707,1010,1045,2525
2525,2113,15177,9940,1025,102
102,101,2009,18859,2033,2627
2627,1996,16681,1997,2026,25433
25433,1024,102,101,1045,2963
2963,15223,2442,1010,1998,2498
2498,2089,4013,3217,9077,2009
2009,1010,102,101,2006,9432
9432,2279,2022,2496,2000,2023
2023,2221,1012,102,101,102
102,101,13707,1024,102,101
101,2425,2033,2025,1010,25287
25287,1010,2008,15223,2963,1005
1005,2358,1997,2023,1010,102
102,101,4983,15223,2425,2033
2033,2129,1045,2089,4652,2009
2009,1024,102,101,2065,1010
1010,1999,15177,9866,1010,15223
15223,18484,2102,2507,2053,2393
2393,1010,102,101,2079,15223
15223,2021,2655,2026,5813,7968
7968,1010,102,101,1998,2007
2007,2023,5442,1045,1005,2222
2222,2393,2009,12825,1012,102
102,101,2643,3693,1005,1040
1040,2026,2540,1998,12390,1005
1005,1055,1010,15223,2256,2398
2398,1025,102,101,1998,9413
9413,2063,2023,2192,1010,2011
2011,14992,2000,12390,7744,1005
1005,1040,1010,102,101,4618
4618,2022,1996,3830,2000,2178
2178,15046,1010,102,101,2030
2030,2026,2995,2540,2007,26648
26648,10073,102,101,2735,2000
2000,2178,1010,2023,4618,22889
22889,4710,2068,2119,1024,102
102,101,3568,1010,2041,1997
1997,15177,2146,1011,5281,2051
2051,1010,102,101,2507,2033
2033,2070,2556,9517,1010,2030
2030,1010,27541,1010,102,101
101,1005,1056,9148,18413,2026
2026,28800,1998,2033,2023,6703
6703,5442,102,101,4618,2377
2377,1996,20887,1010,12098,16313
16313,15172,2008,102,101,2029
2029,1996,3222,1997,15177,2086
2086,1998,2396,102,101,2071
2071,2000,2053,3277,1997,2995
2995,6225,3288,1012,102,101
101,2022,2025,2061,2146,2000
2000,3713,1025,1045,2146,2000
2000,3280,1010,102,101,2065
2065,2054,15223,3713,1005,2358
2358,3713,2025,1997,19519,1012
1012,102,101,102,101,25287
25287,10883,1024,102,101,2907
2907,1010,2684,1024,1045,2079
2079,8645,1037,2785,1997,3246
3246,1010,102,101,2029,13675
13675,21055,2004,7143,2019,7781
7781,1012,102,101,2004,2008
2008,2003,7143,2029,2057,2052
2052,4652,1012,102,101,2065
2065,1010,2738,2084,2000,5914
5914,2221,3000,1010,102,101
101,15223,2038,2102,1996,3997
3997,1997,2097,2000,22889,4710
4710,15177,11246,2546,1010,102
102,101,2059,2003,2009,3497
3497,15223,19863,2102,16617,102
102,101,1037,2518,2066,2331
2331,2000,9610,3207,2185,2023
2023,9467,1010,102,101,2008
2008,11997,3367,2007,2331,2370
2370,2000,8040,24065,2013,2009
2009,1024,102,101,1998,1010
1010,2065,15223,8108,3367,1010
1010,1045,1005,2222,2507,14992
14992,19519,1012,102,101,102
102,101,13707,1024,102,101
101,1051,1010,7226,2033,11679
11679,1010,2738,2084,5914,3000
3000,1010,102,101,2013,2125
2125,1996,2645,8163,1997,10930
10930,11563,3578,1025,102,101
101,2030,3328,1999,16215,2666
2666,24968,3971,1025,2030,7226
7226,2033,11320,8024,102,101
101,2073,16517,2015,2024,1025
1025,4677,2033,2007,17197,6468
6468,1025,102,101,2030,3844
3844,2033,22390,1999,1037,25869
25869,11877,1011,2160,1010,102
102,101,1051,1005,9413,1011
1011,3104,1005,1040,3243,2007
2007,2757,2273,1005,1055,26347
26347,5944,1010,102,101,2007
2007,2128,5937,2100,17137,5705
5705,1998,3756,15775,21112,2015
2015,21542,1025,102,101,2030
2030,7226,2033,2175,2046,1037
1037,2047,1011,2081,6542,102
102,101,1998,5342,2033,2007
2007,1037,2757,2158,1999,2010
2010,14021,21332,1025,102,101
101,2477,2008,1010,2000,2963
2963,2068,2409,1010,2031,2081
2081,2033,20627,1025,102,101
101,1998,1045,2097,2079,2009
2009,2302,3571,2030,4797,1010
1010,102,101,2000,2444,2019
2019,4895,9153,2378,1005,1040
1040,2564,2000,2026,4086,2293
2293,1012,102,101,102,101
101,25287,10883,1024,102,101
101,2907,1010,2059,1025,2175
2175,2188,1010,2022,12831,1010
1010,2507,9619,102,101,2000
2000,5914,3000,1024,9317,2003
2003,2000,1011,19084,1024,102
102,101,2000,1011,19084,2305
2305,2298,2008,15223,4682,2894
2894,1025,102,101,2292,2025
2025,15177,6821,4682,2007,14992
14992,1999,15177,4574,1024,102
102,101,2202,15223,2023,28475
28475,1010,2108,2059,1999,2793
2793,1010,102,101,1998,2023
2023,4487,16643,11001,13207,4392
4392,15223,2125,1025,102,101
101,2043,12825,2083,2035,15177
15177,9607,4618,2448,102,101
101,1037,3147,1998,2852,15568
15568,2100,17211,1010,2005,2053
2053,8187,102,101,4618,2562
2562,2010,3128,5082,1010,2021
2021,7505,21456,3366,1024,102
102,101,2053,8251,1010,2053
2053,3052,1010,4618,19919,15223
15223,3268,2102,1025,102,101
101,1996,10529,1999,15177,2970
2970,1998,6029,4618,12985,102
102,101,2000,14412,2100,11289
11289,1010,15177,2159,1005,3645
3645,2991,1010,102,101,2066
2066,2331,1010,2043,2002,3844
3844,2015,2039,1996,2154,1997
1997,2166,1025,102,101,2169
2169,2112,1010,17676,1997,10514
10514,9397,2571,2231,1010,102
102,101,4618,1010,10551,1998
1998,9762,1998,3147,1010,3711
3711,2066,2331,1024,102,101
101,1998,1999,2023,17781,1005
1005,1040,28275,1997,14021,15532
15532,2243,2331,102,101,15223
15223,21146,7096,3613,2048,1998
1998,5659,2847,1010,102,101
101,1998,2059,8300,2004,2013
2013,1037,8242,3637,1012,102
102,101,2085,1010,2043,1996
1996,8959,16523,17650,1999,1996
1996,2851,3310,102,101,2000
2000,27384,14992,2013,15177,2793
2793,1010,2045,2396,15223,2757
2757,1024,102,101,2059,1010
1010,2004,1996,5450,1997,2256
2256,2406,2003,1010,102,101
101,1999,15177,2190,17925,26944
26944,1005,1040,2006,1996,12170
12170,2121,102,101,15223,21146
21146,7096,2022,15356,2000,2008
2008,2168,3418,11632,102,101
101,2073,2035,1996,2785,5596
5596,1997,1996,6178,9307,3215
3215,4682,1012,102,101,1999
1999,1996,2812,2051,1010,2114
2114,15223,21146,7096,8300,1010
1010,102,101,4618,12390,2011
2011,2026,4144,2113,2256,11852
11852,1010,102,101,1998,2718
2718,5886,4618,2002,2272,1024
1024,1998,2002,1998,1045,102
102,101,2097,3422,15177,12447
12447,1010,1998,2008,2200,2305
2305,102,101,4618,12390,4562
4562,14992,6516,2000,2158,26302
26302,1012,102,101,1998,2023
2023,4618,2489,14992,2013,2023
2023,2556,9467,1025,102,101
101,2065,2053,4297,5644,5794
5794,2102,9121,1010,4496,2450
2450,4509,3571,1010,102,101
101,19557,2618,15177,11748,8162
8162,1999,1996,3772,2009,1012
1012,102,101,102,101,13707
13707,1024,102,101,2507,2033
2033,1010,2507,2033,999,1051
1051,1010,2425,2025,2033,1997
1997,3571,999,102,101,102
102,101,25287,10883,1024,102
102,101,2907,1025,2131,2017
2017,2908,1010,2022,2844,1998
1998,18241,102,101,1999,2023
2023,10663,1024,1045,1005,2222
2222,4604,1037,25287,2007,3177
3177,102,101,2000,2158,26302
26302,1010,2007,2026,4144,2000
2000,15177,2935,1012,102,101
101,102,101,13707,1024,102
102,101,2293,2507,2033,3997
3997,999,1998,3997,4618,2393
2393,8984,1012,102,101,13407
13407,1010,6203,2269,999,102
102,101,102,101,6178,9307
9307,2102,1024,102,101,2061
2061,2116,6368,13260,2004,2182
2182,2024,25697,1012,102,101
101,2909,10404,1010,2175,10887
10887,2033,3174,23626,26929,1012
1012,102,101,102,101,2117
2117,7947,1024,102,101,2017
2017,4618,2031,3904,5665,1010
1010,2909,1025,2005,1045,1005
1005,2222,3046,2065,2027,102
102,101,2064,15385,2037,3093
3093,1012,102,101,102,101
101,6178,9307,2102,1024,102
102,101,2129,18484,2102,15223
15223,3046,2068,2061,1029,102
102,101,102,101,2117,7947
7947,1024,102,101,5914,1010
1010,2909,1010,1005,22320,2019
2019,5665,5660,2008,3685,15385
15385,2010,102,101,2219,3093
3093,1024,3568,2002,2008,3685
3685,15385,2010,102,101,3093
3093,3632,2025,2007,2033,1012
1012,102,101,102,101,6178
6178,9307,2102,1024,102,101
101,2175,1010,2022,2908,1012
1012,102,101,2057,4618,2022
2022,2172,4895,27942,28357,2005
2005,2023,2051,1012,102,101
101,2054,1010,2003,2026,2684
2684,2908,2000,25287,10883,1029
1029,102,101,102,101,6821
6821,1024,102,101,1037,2100
2100,1010,2005,6499,14573,1012
1012,102,101,102,101,6178
6178,9307,2102,1024,102,101
101,2092,1010,2002,2089,3382
3382,2000,2079,2070,2204,2006
2006,2014,1024,102,101,1037
1037,21392,24968,2969,1011,2097
2097,1005,1040,5292,12190,4140
4140,2854,2009,2003,1012,102
102,101,102,101,6821,1024
1024,102,101,2156,2073,2016
2016,3310,2013,14880,6199,2007
2007,12831,2298,1012,102,101
101,102,101,6178,9307,2102
2102,1024,102,101,2129,2085
2085,1010,2026,4641,15312,2290
2290,999,2073,2031,2017,2042
2042,11721,27027,1029,102,101
101,102,101,13707,1024,102
102,101,2073,1045,2031,4553
4553,1005,1040,2033,2000,16360
16360,4765,1996,8254,102,101
101,1997,4487,6499,8270,11638
11638,4559,102,101,2000,2017
2017,1998,2115,2022,15689,3215
3215,1010,1998,2572,4372,5558
5558,2378,1005,1040,102,101
101,2011,4151,10883,2000,2991
2991,4013,20528,2618,2182,1010
1010,102,101,1998,11693,2115
2115,14933,1024,14933,1010,1045
1045,2022,19763,2818,2017,999
999,102,101,6516,29278,7652
7652,1045,2572,2412,5451,2011
2011,2017,1012,102,101,102
102,101,6178,9307,2102,1024
1024,102,101,4604,2005,1996
1996,2221,1025,2175,2425,2032
2032,1997,2023,1024,102,101
101,1045,1005,2222,2031,2023
2023,12226,22404,2039,2000,1011
1011,19084,2851,1012,102,101
101,102,101,13707,1024,102
102,101,1045,2777,1996,22446
22446,2935,2012,10883,1005,3526
3526,1025,102,101,1998,2435
2435,2032,2054,2468,2094,2293
2293,1045,2453,1010,102,101
101,2025,3357,1051,1005,9413
9413,1996,19202,1997,10754,2100
2100,1012,102,101,102,101
101,6178,9307,2102,1024,102
102,101,2339,1010,1045,2572
2572,5580,2006,1005,1056,1025
1025,2023,2003,2092,1024,3233
3233,2039,1024,102,101,2023
2023,2003,2004,1005,1056,2323
2323,2022,1012,2292,2033,2156
2156,1996,2221,1025,102,101
101,1037,2100,1010,5914,1010
1010,2175,1010,1045,2360,1010
1010,1998,18584,2032,2718,5886
5886,1012,102,101,2085,1010
1010,21358,5686,2643,999,2023
2023,10547,4151,25287,1010,102
102,101,2256,2878,2103,2003
2003,2172,5391,2000,2032,1012
1012,102,101,102,101,13707
13707,1024,102,101,6821,1010
1010,2097,2017,2175,2007,2033
2033,2046,2026,9346,1010,102
102,101,2000,2393,2033,4066
4066,2107,2342,3993,24005,102
102,101,2004,2017,2228,4906
4906,2000,6519,24014,2033,2000
2000,1011,19084,1029,102,101
101,102,101,3203,6178,9307
9307,2102,1024,102,101,2053
2053,1010,2025,6229,9432,1025
1025,2045,2003,2051,2438,1012
1012,102,101,102,101,6178
6178,9307,2102,1024,102,101
101,2175,1010,6821,1010,2175
2175,2007,2014,1024,2057,1005
1005,2222,2000,2277,2000,1011
1011,19084,1012,102,101,102
102,101,3203,6178,9307,2102
2102,1024,102,101,2057,4618
4618,2022,2460,1999,2256,9347
9347,1024,102,101,1005,22320
22320,2085,2379,2305,1012,102
102,101,102,101,6178,9307
9307,2102,1024,102,101,10722
10722,4095,1010,1045,2097,16130
16130,2055,1010,102,101,1998
1998,2035,2477,4618,2022,2092
2092,1010,1045,10943,14992,1010
1010,2564,1024,102,101,2175
2175,15223,2000,13707,1010,2393
2393,2000,5877,2039,2014,1025
1025,102,101,1045,1005,2222
2222,2025,2000,2793,2000,1011
1011,2305,1025,2292,2033,2894
2894,1025,102,101,1045,1005
1005,2222,2377,1996,2160,19993
19993,2005,2023,2320,1012,2054
2054,1010,7570,999,102,101
101,2027,2024,2035,5743,1012
1012,2092,1010,1045,2097,3328
3328,2870,102,101,2000,2221
2221,3000,1010,2000,7374,2032
2032,2039,102,101,2114,2000
2000,1011,19084,1024,2026,2540
2540,2003,2180,22196,2271,2422
2422,1010,102,101,2144,2023
2023,2168,2126,7652,2611,2003
2003,2061,24104,1005,1040,1012
1012,102,101,102,101,13707
13707,1024,102,101,1037,2100
2100,1010,2216,20426,2015,2024
2024,2190,1024,2021,1010,7132
7132,6821,1010,102,101,1045
1045,11839,14992,1010,2681,2033
2033,2000,2870,2000,1011,2305
2305,1010,102,101,2005,1045
1045,2031,2342,1997,2116,2030
2030,10929,2015,102,101,2000
2000,2693,1996,17223,2000,2868
2868,2588,2026,2110,1010,102
102,101,2029,1010,2092,15223
15223,2113,1005,2358,1010,2003
2003,2892,1010,1998,2440,1997
1997,8254,1012,102,101,102
102,101,3203,6178,9307,2102
2102,1024,102,101,2054,1010
1010,2024,2017,5697,1010,7570
7570,1029,2342,2017,2026,2393
2393,1029,102,101,102,101
101,13707,1024,102,101,2053
2053,1010,21658,1025,2057,2031
2031,12731,3363,1005,1040,2107
2107,26785,7971,12086,102,101
101,2004,2024,2022,6806,3726
3726,3993,2005,2256,2110,2000
2000,1011,19084,1024,102,101
101,2061,3531,2017,1010,2292
2292,2033,2085,2022,2187,2894
2894,1010,102,101,1998,2292
2292,1996,6821,2023,2305,4133
4133,2039,2007,2017,1025,102
102,101,2005,1010,1045,2572
2572,2469,1010,2017,2031,2115
2115,2398,2440,2035,1010,102
102,101,1999,2023,2061,5573
5573,2449,1012,102,101,102
102,101,3203,6178,9307,2102
2102,1024,102,101,2204,2305
2305,1024,102,101,2131,14992
14992,2000,2793,1010,1998,2717
2717,1025,2005,15223,2038,2102
2102,2342,1012,102,101,102
102,101,13707,1024,102,101
101,13407,999,2643,4282,2043
2043,2057,4618,3113,2153,1012
1012,102,101,1045,2031,1037
1037,8143,3147,3571,16959,2015
2015,2083,2026,9607,1010,102
102,101,2008,2471,13184,2015
2015,2039,1996,3684,1997,2166
2166,1024,102,101,1045,1005
1005,2222,2655,2068,2067,2153
2153,2000,7216,2033,1024,102
102,101,6821,999,2054,2323
2323,2016,2079,2182,1029,102
102,101,2026,4487,26212,2140
2140,3496,1045,3791,2442,2552
2552,2894,1012,102,101,2272
2272,1010,28475,1012,102,101
101,2054,2065,2023,8150,2079
2079,2025,2147,2012,2035,1029
1029,102,101,4618,1045,2022
2022,2496,2059,2000,1011,19084
19084,2851,1029,102,101,2053
2053,1010,2053,1024,2023,4618
4618,27206,2009,1024,4682,15223
15223,2045,1012,102,101,2054
2054,2065,2009,2022,1037,9947
9947,1010,2029,1996,25287,102
102,101,28797,6045,2232,2704
2704,1005,1040,2000,2031,2033
2033,2757,1010,102,101,26693
26693,1999,2023,3510,2002,2323
2323,2022,9841,17175,3126,1005
1005,1040,1010,102,101,2138
2138,2002,2496,2033,2077,2000
2000,12390,1029,102,101,1045
1045,3571,2009,2003,1024,1998
1998,2664,1010,2777,10606,5705
5705,1010,2009,2323,2025,1010
1010,102,101,2005,2002,6045
6045,2232,2145,2042,2699,1037
